Name,Energy,Relative E,Boltzmann Weight
Azoxystrobin_14.log,-1389.110747,30.865378000275427,2.0405576371606482e-06
Azoxystrobin_2.log,-1389.109609,33.853196999895545,6.113718621227828e-07
Azoxystrobin_3.log,-1389.114591,20.77295600008665,0.00011963694175234481
Azoxystrobin_4.log,-1389.122365,0.36231900027917163,0.45045914809595916
Azoxystrobin_5.log,-1389.097994,64.34837950021017,2.778297866579905e-12
Azoxystrobin_6.log,-1389.100391,58.05505600027959,3.5182099700130696e-11
Azoxystrobin_7.log,-1389.111478,28.946137500046802,4.425734618574603e-06
Azoxystrobin_8.log,-1389.119621,7.566690999998968,0.024632223461237408
Azoxystrobin_9.log,-1389.117759,12.455372000192597,0.003428020961532898
Benalaxyl_1.log,-1056.587775,0.010501999973484999,0.33251005555010904
Benalaxyl_2.log,-1056.587778,0.0026254996948864573,0.3335682350876385
Benalaxyl_3.log,-1056.587779,0.0,0.33392170936225246
Bendiocarb_1.log,-782.890977,0.0,0.998796292654356
Bendiocarb_2.log,-782.884631,16.661423000020307,0.0012037073456440915
Benfuracarb_1.log,-1664.116335,30.272014999982616,4.967720742322693e-06
Benfuracarb_10.log,-1664.116705,29.300580000047376,7.350980670094452e-06
Benfuracarb_2.log,-1664.116567,29.662898999729578,6.351403686017512e-06
Benfuracarb_3.log,-1664.116558,29.686528499968404,6.291149504639074e-06
Benfuracarb_4.log,-1664.115972,31.225071499665773,3.382118677193297e-06
Benfuracarb_5.log,-1664.117786,26.462414499750935,2.3097795533530784e-05
Benfuracarb_6.log,-1664.121236,17.40443949993528,0.0008921946894951465
Benfuracarb_7.log,-1664.127865,0.0,0.9990484442256405
Benfuracarb_8.log,-1664.114289,35.643787999553524,5.689353802907409e-07
Benfuracarb_9.log,-1664.116705,29.300580000047376,7.350980670094452e-06
